DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e0|DDI-DrugBank.d105.s0.e1|null|h1_lemma=increase|h2_lemma=aggregation|h1_tag=VB|h2_tag=NN|path=anticoagulant>compound>compound>conj>nmod
DDI-DrugBank.d580.s1|DDI-DrugBank.d580.s1.e0|DDI-DrugBank.d580.s1.e1|mechanism|h1_lemma=increase|h2_lemma=furoate|h1_tag=VB|h2_tag=NN|path=nsubj<increase>compound>nmod>obj|lemmainbetween=increase
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e0|DDI-DrugBank.d590.s0.e1|mechanism|h1_lemma=Coadministration|h2_lemma=Coadministration|h1_tag=NNP|h2_tag=NNP|path=nmod<Coadministration>nmod
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e0|DDI-DrugBank.d590.s0.e2|null|h1_lemma=Coadministration|h2_lemma=concentration|h1_tag=NNP|h2_tag=NNS|path=nmod<nsubj<result>compound>obl
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e0|DDI-DrugBank.d590.s0.e3|null|h1_lemma=Coadministration|h2_lemma=None|h1_tag=NNP|h2_tag=None|path=None
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e1|DDI-DrugBank.d590.s0.e2|null|h1_lemma=Coadministration|h2_lemma=concentration|h1_tag=NNP|h2_tag=NNS|path=nmod<nsubj<result>compound>obl
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e1|DDI-DrugBank.d590.s0.e3|null|h1_lemma=Coadministration|h2_lemma=None|h1_tag=NNP|h2_tag=None|path=None
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e2|DDI-DrugBank.d590.s0.e3|null|h1_lemma=concentration|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d590.s1|DDI-DrugBank.d590.s1.e0|DDI-DrugBank.d590.s1.e1|null|h1_lemma=result|h2_lemma=absorption|h1_tag=NNS|h2_tag=NN|path=compound<result>compound>nmod>nmod>nmod|lemmainbetween=decrease
DDI-DrugBank.d590.s2|DDI-DrugBank.d590.s2.e0|DDI-DrugBank.d590.s2.e1|mechanism|h1_lemma=dose|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d590.s2|DDI-DrugBank.d590.s2.e0|DDI-DrugBank.d590.s2.e2|mechanism|h1_lemma=dose|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d590.s2|DDI-DrugBank.d590.s2.e1|DDI-DrugBank.d590.s2.e2|null|h1_lemma=None|h2_lemma=None|h1_tag=None|h2_tag=None|path=None
DDI-DrugBank.d590.s4|DDI-DrugBank.d590.s4.e0|DDI-DrugBank.d590.s4.e1|null|h1_lemma=associate|h2_lemma=package|h1_tag=VBN|h2_tag=NN|path=obl<amod<nmod<obl<refer>compound>compound>obl
DDI-DrugBank.d632.s0|DDI-DrugBank.d632.s0.e0|DDI-DrugBank.d632.s0.e1|advise|h1_lemma=therapy|h2_lemma=agent|h1_tag=NN|h2_tag=NNS|path=compound<nsubj:pass<consider>amod>dep>obj>acl:relcl>obl
DDI-DrugBank.d632.s0|DDI-DrugBank.d632.s0.e0|DDI-DrugBank.d632.s0.e2|advise|h1_lemma=therapy|h2_lemma=agent|h1_tag=NN|h2_tag=NNS|path=compound<nsubj:pass<consider>nmod>dep>obj>acl:relcl>obl
DDI-DrugBank.d632.s0|DDI-DrugBank.d632.s0.e0|DDI-DrugBank.d632.s0.e3|advise|h1_lemma=therapy|h2_lemma=inhibitor|h1_tag=NN|h2_tag=NNS|path=compound<nsubj:pass<consider>compound>appos>nmod>obj>acl:relcl>conj>obj>acl:relcl>obl
DDI-DrugBank.d632.s0|DDI-DrugBank.d632.s0.e1|DDI-DrugBank.d632.s0.e2|null|h1_lemma=agent|h2_lemma=agent|h1_tag=NNS|h2_tag=NNS|path=amod<agent>nmod
DDI-DrugBank.d632.s0|DDI-DrugBank.d632.s0.e1|DDI-DrugBank.d632.s0.e3|null|h1_lemma=agent|h2_lemma=inhibitor|h1_tag=NNS|h2_tag=NNS|path=amod<dep<motility>compound>appos>nmod>obj>acl:relcl>conj
DDI-DrugBank.d632.s0|DDI-DrugBank.d632.s0.e2|DDI-DrugBank.d632.s0.e3|null|h1_lemma=agent|h2_lemma=inhibitor|h1_tag=NNS|h2_tag=NNS|path=nmod<dep<motility>compound>appos>nmod>obj>acl:relcl>conj
DDI-DrugBank.d632.s3|DDI-DrugBank.d632.s3.e0|DDI-DrugBank.d632.s3.e1|advise|h1_lemma=effectiveness|h2_lemma=injection|h1_tag=NN|h2_tag=NN|path=nmod<nmod<advcl<administer>compound>nmod>advcl|lemmainbetween=administer
DDI-DrugBank.d632.s4|DDI-DrugBank.d632.s4.e0|DDI-DrugBank.d632.s4.e1|null|h1_lemma=use|h2_lemma=sulfonylurea|h1_tag=NN|h2_tag=NNS|path=sulfonylurea>conj
DDI-DrugBank.d632.s4|DDI-DrugBank.d632.s4.e0|DDI-DrugBank.d632.s4.e2|null|h1_lemma=use|h2_lemma=profile|h1_tag=NN|h2_tag=NN|path=nmod<nsubj<alter>nmod>obj
DDI-DrugBank.d632.s4|DDI-DrugBank.d632.s4.e1|DDI-DrugBank.d632.s4.e2|null|h1_lemma=sulfonylurea|h2_lemma=profile|h1_tag=NNS|h2_tag=NN|path=conj<nmod<nsubj<alter>nmod>obj
DDI-DrugBank.d632.s5|DDI-DrugBank.d632.s5.e0|DDI-DrugBank.d632.s5.e1|null|h1_lemma=effect|h2_lemma=agent|h1_tag=NN|h2_tag=NNS|path=nmod<effect>amod>nmod>nmod
DDI-DrugBank.d632.s6|DDI-DrugBank.d632.s6.e0|DDI-DrugBank.d632.s6.e1|null|h1_lemma=alter|h2_lemma=symlin|h1_tag=VBN|h2_tag=NN|path=symlin>conj
DDI-DrugBank.d632.s6|DDI-DrugBank.d632.s6.e0|DDI-DrugBank.d632.s6.e2|null|h1_lemma=alter|h2_lemma=None|h1_tag=VBN|h2_tag=None|path=None
DDI-DrugBank.d632.s6|DDI-DrugBank.d632.s6.e0|DDI-DrugBank.d632.s6.e3|null|h1_lemma=alter|h2_lemma=insulin|h1_tag=VBN|h2_tag=NN|path=nsubj:pass<alter>amod>nmod>conj>obl>dep>dep
DDI-DrugBank.d632.s6|DDI-DrugBank.d632.s6.e1|DDI-DrugBank.d632.s6.e2|null|h1_lemma=symlin|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d632.s6|DDI-DrugBank.d632.s6.e1|DDI-DrugBank.d632.s6.e3|null|h1_lemma=symlin|h2_lemma=insulin|h1_tag=NN|h2_tag=NN|path=conj<nsubj:pass<alter>amod>nmod>conj>obl>dep>dep
DDI-DrugBank.d632.s6|DDI-DrugBank.d632.s6.e2|DDI-DrugBank.d632.s6.e3|mechanism|h1_lemma=None|h2_lemma=insulin|h1_tag=None|h2_tag=NN|path=None
DDI-DrugBank.d632.s7|DDI-DrugBank.d632.s7.e0|DDI-DrugBank.d632.s7.e1|null|h1_lemma=mix|h2_lemma=SYMLIN|h1_tag=VBN|h2_tag=NNP|path=SYMLIN>conj
DDI-DrugBank.d14.s0|DDI-DrugBank.d14.s0.e0|DDI-DrugBank.d14.s0.e1|effect|h1_lemma=effect|h2_lemma=those|h1_tag=NNS|h2_tag=DT|path=nmod<nsubj<additive>nmod>obl
DDI-DrugBank.d14.s2|DDI-DrugBank.d14.s2.e0|DDI-DrugBank.d14.s2.e1|effect|h1_lemma=channel|h2_lemma=blocker|h1_tag=NN|h2_tag=NNS|path=compound<compound<blocker>conj
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e0|DDI-DrugBank.d269.s1.e1|null|h1_lemma=metabolizer|h2_lemma=interaction|h1_tag=NNS|h2_tag=NNS|path=nmod<metabolizer>nmod>dep
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e0|DDI-DrugBank.d269.s1.e2|null|h1_lemma=metabolizer|h2_lemma=inhibitor|h1_tag=NNS|h2_tag=NNS|path=nmod<metabolizer>nmod>nmod>dep
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e0|DDI-DrugBank.d269.s1.e3|null|h1_lemma=metabolizer|h2_lemma=quinidine|h1_tag=NNS|h2_tag=NN|path=nmod<metabolizer>conj>nmod>nmod>dep
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e0|DDI-DrugBank.d269.s1.e4|null|h1_lemma=metabolizer|h2_lemma=quinidine|h1_tag=NNS|h2_tag=NN|path=nmod<metabolizer>conj>nmod>nmod>dep
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e0|DDI-DrugBank.d269.s1.e5|null|h1_lemma=metabolizer|h2_lemma=quinidine|h1_tag=NNS|h2_tag=NN|path=nmod<metabolizer>conj>nmod>nmod>dep
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e0|DDI-DrugBank.d269.s1.e6|null|h1_lemma=metabolizer|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e1|DDI-DrugBank.d269.s1.e2|null|h1_lemma=interaction|h2_lemma=inhibitor|h1_tag=NNS|h2_tag=NNS|path=nmod<interaction>nmod>nmod
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e1|DDI-DrugBank.d269.s1.e3|null|h1_lemma=interaction|h2_lemma=quinidine|h1_tag=NNS|h2_tag=NN|path=nmod<interaction>conj>nmod>nmod
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e1|DDI-DrugBank.d269.s1.e4|null|h1_lemma=interaction|h2_lemma=quinidine|h1_tag=NNS|h2_tag=NN|path=nmod<interaction>conj>nmod>nmod
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e1|DDI-DrugBank.d269.s1.e5|null|h1_lemma=interaction|h2_lemma=quinidine|h1_tag=NNS|h2_tag=NN|path=nmod<interaction>conj>nmod>nmod
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e1|DDI-DrugBank.d269.s1.e6|null|h1_lemma=interaction|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e2|DDI-DrugBank.d269.s1.e3|null|h1_lemma=inhibitor|h2_lemma=quinidine|h1_tag=NNS|h2_tag=NN|path=quinidine>conj
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e2|DDI-DrugBank.d269.s1.e4|null|h1_lemma=inhibitor|h2_lemma=quinidine|h1_tag=NNS|h2_tag=NN|path=quinidine>conj
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e2|DDI-DrugBank.d269.s1.e5|null|h1_lemma=inhibitor|h2_lemma=quinidine|h1_tag=NNS|h2_tag=NN|path=quinidine>conj
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e2|DDI-DrugBank.d269.s1.e6|effect|h1_lemma=inhibitor|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e3|DDI-DrugBank.d269.s1.e4|null|h1_lemma=quinidine|h2_lemma=quinidine|h1_tag=NN|h2_tag=NN|path=conj<quinidine>conj
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e3|DDI-DrugBank.d269.s1.e5|null|h1_lemma=quinidine|h2_lemma=quinidine|h1_tag=NN|h2_tag=NN|path=conj<quinidine>conj
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e3|DDI-DrugBank.d269.s1.e6|effect|h1_lemma=quinidine|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e4|DDI-DrugBank.d269.s1.e5|null|h1_lemma=quinidine|h2_lemma=quinidine|h1_tag=NN|h2_tag=NN|path=conj<quinidine>conj
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e4|DDI-DrugBank.d269.s1.e6|effect|h1_lemma=quinidine|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d269.s1|DDI-DrugBank.d269.s1.e5|DDI-DrugBank.d269.s1.e6|effect|h1_lemma=quinidine|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d269.s3|DDI-DrugBank.d269.s3.e0|DDI-DrugBank.d269.s3.e1|effect|h1_lemma=take|h2_lemma=observe|h1_tag=VBG|h2_tag=VBN|path=obj<take>nsubj:pass>dep>acl:relcl>conj>obl
DDI-DrugBank.d269.s3|DDI-DrugBank.d269.s3.e0|DDI-DrugBank.d269.s3.e2|effect|h1_lemma=take|h2_lemma=inhibitor|h1_tag=VBG|h2_tag=NNS|path=obj<take>compound>conj>nsubj:pass>dep>acl:relcl>conj>obl
DDI-DrugBank.d269.s3|DDI-DrugBank.d269.s3.e1|DDI-DrugBank.d269.s3.e2|null|h1_lemma=observe|h2_lemma=inhibitor|h1_tag=VBN|h2_tag=NNS|path=reserpine>compound>conj
DDI-DrugBank.d269.s4|DDI-DrugBank.d269.s4.e0|DDI-DrugBank.d269.s4.e1|null|h1_lemma=None|h2_lemma=administration|h1_tag=TOP|h2_tag=NN|path=clonidine>nmod>nsubj>appos
DDI-DrugBank.d269.s4|DDI-DrugBank.d269.s4.e0|DDI-DrugBank.d269.s4.e2|null|h1_lemma=None|h2_lemma=administration|h1_tag=TOP|h2_tag=NN|path=clonidine>nmod>nsubj>appos
DDI-DrugBank.d269.s4|DDI-DrugBank.d269.s4.e1|DDI-DrugBank.d269.s4.e2|effect|h1_lemma=administration|h2_lemma=administration|h1_tag=NN|h2_tag=NN|path=nmod<administration>nmod
DDI-DrugBank.d269.s5|DDI-DrugBank.d269.s5.e0|DDI-DrugBank.d269.s5.e1|advise|h1_lemma=treatment|h2_lemma=property|h1_tag=NN|h2_tag=NNS|path=agent>conj>nmod
DDI-DrugBank.d269.s5|DDI-DrugBank.d269.s5.e0|DDI-DrugBank.d269.s5.e2|null|h1_lemma=treatment|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d269.s5|DDI-DrugBank.d269.s5.e1|DDI-DrugBank.d269.s5.e2|null|h1_lemma=property|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d269.s7|DDI-DrugBank.d269.s7.e0|DDI-DrugBank.d269.s7.e1|null|h1_lemma=None|h2_lemma=concentration|h1_tag=TOP|h2_tag=NNS|path=cyclosporine>compound>nmod>nsubj:pass>appos|lemmainbetween=increase
DDI-DrugBank.d269.s7|DDI-DrugBank.d269.s7.e0|DDI-DrugBank.d269.s7.e2|null|h1_lemma=None|h2_lemma=treatment|h1_tag=TOP|h2_tag=NN|path=cyclosporine>compound>nmod>obl>appos
DDI-DrugBank.d269.s7|DDI-DrugBank.d269.s7.e1|DDI-DrugBank.d269.s7.e2|mechanism|h1_lemma=concentration|h2_lemma=treatment|h1_tag=NNS|h2_tag=NN|path=compound<nmod<nsubj:pass<observe>compound>nmod>obl|lemmainbetween=increase
DDI-DrugBank.d269.s8|DDI-DrugBank.d269.s8.e0|DDI-DrugBank.d269.s8.e1|null|h1_lemma=None|h2_lemma=None|h1_tag=None|h2_tag=None|path=None
DDI-DrugBank.d269.s10|DDI-DrugBank.d269.s10.e0|DDI-DrugBank.d269.s10.e1|advise|h1_lemma=concentration|h2_lemma=therapy|h1_tag=NNS|h2_tag=NN|path=compound<nsubj:pass<monitor>compound>nmod>obl
DDI-DrugBank.d269.s10|DDI-DrugBank.d269.s10.e0|DDI-DrugBank.d269.s10.e2|null|h1_lemma=concentration|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d269.s10|DDI-DrugBank.d269.s10.e1|DDI-DrugBank.d269.s10.e2|advise|h1_lemma=therapy|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d269.s11|DDI-DrugBank.d269.s11.e0|DDI-DrugBank.d269.s11.e1|null|h1_lemma=None|h2_lemma=None|h1_tag=TOP|h2_tag=None|path=None
DDI-DrugBank.d269.s11|DDI-DrugBank.d269.s11.e0|DDI-DrugBank.d269.s11.e2|null|h1_lemma=None|h2_lemma=None|h1_tag=TOP|h2_tag=None|path=None
DDI-DrugBank.d269.s11|DDI-DrugBank.d269.s11.e0|DDI-DrugBank.d269.s11.e3|null|h1_lemma=None|h2_lemma=None|h1_tag=TOP|h2_tag=None|path=None
DDI-DrugBank.d269.s11|DDI-DrugBank.d269.s11.e1|DDI-DrugBank.d269.s11.e2|null|h1_lemma=None|h2_lemma=None|h1_tag=None|h2_tag=None|path=None
DDI-DrugBank.d269.s11|DDI-DrugBank.d269.s11.e1|DDI-DrugBank.d269.s11.e3|null|h1_lemma=None|h2_lemma=None|h1_tag=None|h2_tag=None|path=None
DDI-DrugBank.d269.s11|DDI-DrugBank.d269.s11.e2|DDI-DrugBank.d269.s11.e3|mechanism|h1_lemma=None|h2_lemma=None|h1_tag=None|h2_tag=None|path=None
DDI-DrugBank.d269.s12|DDI-DrugBank.d269.s12.e0|DDI-DrugBank.d269.s12.e1|effect|h1_lemma=None|h2_lemma=conduction|h1_tag=TOP|h2_tag=NN|path=digoxin>compound>conj
DDI-DrugBank.d269.s13|DDI-DrugBank.d269.s13.e0|DDI-DrugBank.d269.s13.e1|advise|h1_lemma=monitoring|h2_lemma=discontinue|h1_tag=NN|h2_tag=VBG|path=nmod<nsubj:pass<recommend>obj>conj>dep>dep
DDI-DrugBank.d269.s14|DDI-DrugBank.d269.s14.e0|DDI-DrugBank.d269.s14.e1|mechanism|h1_lemma=reduce|h2_lemma=concentration|h1_tag=VBD|h2_tag=NNS|path=nsubj<reduce>nmod>obj
DDI-DrugBank.d269.s16|DDI-DrugBank.d269.s16.e0|DDI-DrugBank.d269.s16.e1|null|h1_lemma=Blockers|h2_lemma=co-administer|h1_tag=NNPS|h2_tag=VBN|path=compound<Blockers>nsubj:pass>advcl>parataxis
DDI-DrugBank.d269.s16|DDI-DrugBank.d269.s16.e0|DDI-DrugBank.d269.s16.e2|null|h1_lemma=Blockers|h2_lemma=co-administer|h1_tag=NNPS|h2_tag=VBN|path=compound<Blockers>obl>advcl>parataxis
DDI-DrugBank.d269.s16|DDI-DrugBank.d269.s16.e1|DDI-DrugBank.d269.s16.e2|effect|h1_lemma=co-administer|h2_lemma=co-administer|h1_tag=VBN|h2_tag=VBN|path=nsubj:pass<co-administer>obl
DDI-DrugBank.d269.s17|DDI-DrugBank.d269.s17.e0|DDI-DrugBank.d269.s17.e1|null|h1_lemma=None|h2_lemma=administer|h1_tag=TOP|h2_tag=VBN|path=agent>nsubj:pass>dep>punct|lemmainbetween=administer
DDI-DrugBank.d269.s17|DDI-DrugBank.d269.s17.e0|DDI-DrugBank.d269.s17.e2|null|h1_lemma=None|h2_lemma=channel|h1_tag=TOP|h2_tag=NN|path=agent>compound>compound>obl>dep>punct|lemmainbetween=administer
DDI-DrugBank.d269.s17|DDI-DrugBank.d269.s17.e0|DDI-DrugBank.d269.s17.e3|null|h1_lemma=None|h2_lemma=recommend|h1_tag=TOP|h2_tag=VBN|path=agent>dep>dep>dep>acl>obl>dep>punct|lemmainbetween=administer
DDI-DrugBank.d269.s17|DDI-DrugBank.d269.s17.e0|DDI-DrugBank.d269.s17.e4|null|h1_lemma=None|h2_lemma=type|h1_tag=TOP|h2_tag=NN|path=agent>compound>conj>dep>dep>dep>acl>obl>dep>punct|lemmainbetween=administer
DDI-DrugBank.d269.s17|DDI-DrugBank.d269.s17.e1|DDI-DrugBank.d269.s17.e2|null|h1_lemma=administer|h2_lemma=channel|h1_tag=VBN|h2_tag=NN|path=nsubj:pass<administer>compound>compound>obl|lemmainbetween=administer
DDI-DrugBank.d269.s17|DDI-DrugBank.d269.s17.e1|DDI-DrugBank.d269.s17.e3|advise|h1_lemma=administer|h2_lemma=recommend|h1_tag=VBN|h2_tag=VBN|path=nsubj:pass<administer>dep>dep>dep>acl>obl|lemmainbetween=administer
DDI-DrugBank.d269.s17|DDI-DrugBank.d269.s17.e1|DDI-DrugBank.d269.s17.e4|advise|h1_lemma=administer|h2_lemma=type|h1_tag=VBN|h2_tag=NN|path=nsubj:pass<administer>compound>conj>dep>dep>dep>acl>obl|lemmainbetween=administer
DDI-DrugBank.d269.s17|DDI-DrugBank.d269.s17.e2|DDI-DrugBank.d269.s17.e3|null|h1_lemma=channel|h2_lemma=recommend|h1_tag=NN|h2_tag=VBN|path=compound<compound<blocker>dep>dep>dep>acl
DDI-DrugBank.d269.s17|DDI-DrugBank.d269.s17.e2|DDI-DrugBank.d269.s17.e4|null|h1_lemma=channel|h2_lemma=type|h1_tag=NN|h2_tag=NN|path=compound<compound<blocker>compound>conj>dep>dep>dep>acl
DDI-DrugBank.d269.s17|DDI-DrugBank.d269.s17.e3|DDI-DrugBank.d269.s17.e4|null|h1_lemma=recommend|h2_lemma=type|h1_tag=VBN|h2_tag=NN|path=verapamil>compound>conj
DDI-DrugBank.d269.s18|DDI-DrugBank.d269.s18.e0|DDI-DrugBank.d269.s18.e1|null|h1_lemma=None|h2_lemma=insulin|h1_tag=TOP|h2_tag=NN|path=insulin>conj
DDI-DrugBank.d269.s18|DDI-DrugBank.d269.s18.e0|DDI-DrugBank.d269.s18.e2|null|h1_lemma=None|h2_lemma=enhance|h1_tag=TOP|h2_tag=VB|path=insulin>nsubj>parataxis|lemmainbetween=enhance
DDI-DrugBank.d269.s18|DDI-DrugBank.d269.s18.e0|DDI-DrugBank.d269.s18.e3|null|h1_lemma=None|h2_lemma=effect|h1_tag=TOP|h2_tag=NN|path=insulin>nmod>obj>parataxis|lemmainbetween=enhance
DDI-DrugBank.d269.s18|DDI-DrugBank.d269.s18.e0|DDI-DrugBank.d269.s18.e4|null|h1_lemma=None|h2_lemma=insulin|h1_tag=TOP|h2_tag=NN|path=insulin>conj>nmod>obj>parataxis|lemmainbetween=enhance
DDI-DrugBank.d269.s18|DDI-DrugBank.d269.s18.e1|DDI-DrugBank.d269.s18.e2|null|h1_lemma=insulin|h2_lemma=enhance|h1_tag=NN|h2_tag=VB|path=conj<insulin>nsubj>parataxis|lemmainbetween=enhance
DDI-DrugBank.d269.s18|DDI-DrugBank.d269.s18.e1|DDI-DrugBank.d269.s18.e3|null|h1_lemma=insulin|h2_lemma=effect|h1_tag=NN|h2_tag=NN|path=conj<insulin>nmod>obj>parataxis|lemmainbetween=enhance
DDI-DrugBank.d269.s18|DDI-DrugBank.d269.s18.e1|DDI-DrugBank.d269.s18.e4|null|h1_lemma=insulin|h2_lemma=insulin|h1_tag=NN|h2_tag=NN|path=conj<insulin>conj>nmod>obj>parataxis|lemmainbetween=enhance
DDI-DrugBank.d269.s18|DDI-DrugBank.d269.s18.e2|DDI-DrugBank.d269.s18.e3|effect|h1_lemma=enhance|h2_lemma=effect|h1_tag=VB|h2_tag=NN|path=nsubj<enhance>nmod>obj|lemmainbetween=enhance
DDI-DrugBank.d269.s18|DDI-DrugBank.d269.s18.e2|DDI-DrugBank.d269.s18.e4|effect|h1_lemma=enhance|h2_lemma=insulin|h1_tag=VB|h2_tag=NN|path=nsubj<enhance>conj>nmod>obj|lemmainbetween=enhance
DDI-DrugBank.d269.s18|DDI-DrugBank.d269.s18.e3|DDI-DrugBank.d269.s18.e4|null|h1_lemma=effect|h2_lemma=insulin|h1_tag=NN|h2_tag=NN|path=insulin>conj
DDI-DrugBank.d269.s19|DDI-DrugBank.d269.s19.e0|DDI-DrugBank.d269.s19.e1|null|h1_lemma=take|h2_lemma=insulin|h1_tag=VBG|h2_tag=NN|path=insulin>conj
DDI-DrugBank.d81.s0|DDI-DrugBank.d81.s0.e0|DDI-DrugBank.d81.s0.e1|null|h1_lemma=None|h2_lemma=coadminister|h1_tag=TOP|h2_tag=VBN|path=nitroglycerin>nsubj:pass>parataxis|lemmainbetween=coadminister
DDI-DrugBank.d81.s0|DDI-DrugBank.d81.s0.e0|DDI-DrugBank.d81.s0.e2|null|h1_lemma=None|h2_lemma=DynaCirc|h1_tag=TOP|h2_tag=NNP|path=nitroglycerin>appos>nsubj:pass>parataxis|lemmainbetween=coadminister
DDI-DrugBank.d81.s0|DDI-DrugBank.d81.s0.e0|DDI-DrugBank.d81.s0.e3|null|h1_lemma=None|h2_lemma=coadminister|h1_tag=TOP|h2_tag=VBN|path=nitroglycerin>obl>parataxis|lemmainbetween=coadminister
DDI-DrugBank.d81.s0|DDI-DrugBank.d81.s0.e1|DDI-DrugBank.d81.s0.e2|null|h1_lemma=coadminister|h2_lemma=DynaCirc|h1_tag=VBN|h2_tag=NNP|path=DynaCirc>appos
DDI-DrugBank.d81.s0|DDI-DrugBank.d81.s0.e1|DDI-DrugBank.d81.s0.e3|null|h1_lemma=coadminister|h2_lemma=coadminister|h1_tag=VBN|h2_tag=VBN|path=nsubj:pass<coadminister>obl|lemmainbetween=coadminister
DDI-DrugBank.d81.s0|DDI-DrugBank.d81.s0.e2|DDI-DrugBank.d81.s0.e3|null|h1_lemma=DynaCirc|h2_lemma=coadminister|h1_tag=NNP|h2_tag=VBN|path=appos<nsubj:pass<coadminister>obl|lemmainbetween=coadminister
DDI-DrugBank.d81.s1|DDI-DrugBank.d81.s1.e0|DDI-DrugBank.d81.s1.e1|null|h1_lemma=None|h2_lemma=administration|h1_tag=TOP|h2_tag=NN|path=Hydrochlorothiazide>nmod>nsubj>ccomp>appos
DDI-DrugBank.d81.s1|DDI-DrugBank.d81.s1.e0|DDI-DrugBank.d81.s1.e2|null|h1_lemma=None|h2_lemma=DynaCirc|h1_tag=TOP|h2_tag=NNP|path=Hydrochlorothiazide>dep>nmod>nsubj>ccomp>appos
DDI-DrugBank.d81.s1|DDI-DrugBank.d81.s1.e0|DDI-DrugBank.d81.s1.e3|null|h1_lemma=None|h2_lemma=administration|h1_tag=TOP|h2_tag=NN|path=Hydrochlorothiazide>conj>nsubj>ccomp>appos
DDI-DrugBank.d81.s1|DDI-DrugBank.d81.s1.e1|DDI-DrugBank.d81.s1.e2|null|h1_lemma=administration|h2_lemma=DynaCirc|h1_tag=NN|h2_tag=NNP|path=DynaCirc>dep
DDI-DrugBank.d81.s1|DDI-DrugBank.d81.s1.e1|DDI-DrugBank.d81.s1.e3|null|h1_lemma=administration|h2_lemma=administration|h1_tag=NN|h2_tag=NN|path=nmod<administration>conj
DDI-DrugBank.d81.s1|DDI-DrugBank.d81.s1.e2|DDI-DrugBank.d81.s1.e3|null|h1_lemma=DynaCirc|h2_lemma=administration|h1_tag=NNP|h2_tag=NN|path=dep<nmod<administration>conj
DDI-DrugBank.d81.s2|DDI-DrugBank.d81.s2.e0|DDI-DrugBank.d81.s2.e1|null|h1_lemma=addition|h2_lemma=therapy|h1_tag=NN|h2_tag=NN|path=isradipine>compound>nmod
DDI-DrugBank.d81.s2|DDI-DrugBank.d81.s2.e0|DDI-DrugBank.d81.s2.e2|null|h1_lemma=addition|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d81.s2|DDI-DrugBank.d81.s2.e1|DDI-DrugBank.d81.s2.e2|null|h1_lemma=therapy|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d81.s3|DDI-DrugBank.d81.s3.e0|DDI-DrugBank.d81.s3.e1|null|h1_lemma=None|h2_lemma=coadministration|h1_tag=TOP|h2_tag=NN|path=Propranolol>nmod>nsubj>parataxis
DDI-DrugBank.d81.s3|DDI-DrugBank.d81.s3.e0|DDI-DrugBank.d81.s3.e2|null|h1_lemma=None|h2_lemma=bioavailability|h1_tag=TOP|h2_tag=NN|path=Propranolol>compound>nmod>nmod>dep>dep>parataxis
